Rk,Player,Age,Team,Pos,G,GS,Tgt,Rec,Yds,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Team_Total_Targets,Target_Share
314,Jalen Reagor,25,LAC,WR,8,2,12,7,100,3,74,10.6,26,3.7,10.3,0.0,,0,0.0,85.4,491,2.44
315,Ainias Smith,23,PHI,WR,7,1,9,7,41,1,18,2.6,23,3.3,1.3,0.0,,0,0.0,122.7,418,2.15
316,Carson Steele,22,KAN,RB,17,3,11,7,26,0,-17,-2.4,43,6.1,-1.5,3.0,2.3,0,0.0,67.6,572,1.92
317,Charlie Woerner,27,ATL,TE,16,5,12,7,46,3,25,3.6,21,3.0,2.9,0.0,,1,8.3,31.9,539,2.23
318,Michael Woods II,24,CLE,WR,5,2,17,7,65,4,30,4.3,35,5.0,11.0,1.0,7.0,2,11.8,27.8,634,2.68
319,Davis Allen,23,LAR,TE,15,5,13,6,39,2,18,3.0,21,3.5,3.8,0.0,,2,15.4,53.0,541,2.4
320,Trey Benson,21,ARI,RB,13,1,6,6,59,3,-19,-3.2,78,13.0,-3.2,2.0,3.0,0,0.0,107.6,523,1.15
321,Parris Campbell,27,PHI,WR,5,0,8,6,30,1,21,3.5,9,1.5,4.3,0.0,,0,0.0,119.8,418,1.91
322,Ty Chandler,26,MIN,RB,17,0,6,6,42,2,-11,-1.8,53,8.8,-1.8,0.0,,0,0.0,95.8,517,1.16
323,Chris Conley,32,SFO,WR,15,2,12,6,76,3,57,9.5,19,3.2,17.4,0.0,,0,0.0,35.4,513,2.34
324,Simi Fehoko,27,LAC,WR,8,2,16,6,106,6,90,15.0,16,2.7,14.8,0.0,,2,12.5,60.9,491,3.26
325,DOnta Foreman,28,CLE,RB,11,3,8,6,54,1,6,1.0,48,8.0,0.9,1.0,6.0,2,25.0,92.7,634,1.26
326,Xavier Gipson,23,NYJ,WR,17,0,10,6,39,3,17,2.8,22,3.7,11.2,0.0,,1,10.0,101.7,589,1.7
327,Connor Heyward,25,PIT,TE,17,5,8,6,40,3,33,5.5,7,1.2,8.4,0.0,,2,25.0,125.0,460,1.74
328,Sincere McCormick,24,LVR,RB,5,2,7,6,29,2,0,0.0,29,4.8,0.4,0.0,,0,0.0,83.9,592,1.18
329,Bryce Oliver,24,TEN,WR,10,1,9,6,95,4,69,11.5,26,4.3,10.6,0.0,,0,0.0,101.6,507,1.78
330,MyCole Pruitt,32,PIT,TE,12,5,10,6,40,2,24,4.0,16,2.7,2.7,0.0,,0,0.0,62.5,460,2.17
331,Tip Reiman,23,ARI,TE,17,9,7,6,37,1,8,1.3,29,4.8,1.7,1.0,6.0,0,0.0,88.7,523,1.34
332,Zamir White,25,LVR,RB,8,5,8,6,30,2,-20,-3.3,50,8.3,-3.1,2.0,3.0,1,12.5,80.2,592,1.35
333,Blake Whiteheart,24,CLE,TE,11,2,9,6,51,2,41,6.8,10,1.7,9.0,0.0,,0,0.0,78.7,634,1.42
334,Nick Chubb,29,CLE,RB,8,8,11,5,31,3,0,0.0,31,6.2,-0.5,0.0,,0,0.0,43.2,634,1.74
335,Devin Culp,24,TAM,TE,5,0,6,5,88,4,57,11.4,31,6.2,12.2,0.0,,0,0.0,118.7,563,1.07
336,Greg Dulcich,24,DEN,TE,4,3,12,5,28,0,13,2.6,15,3.0,5.9,0.0,,2,16.7,49.3,549,2.19
337,Audric Estime,21,DEN,RB,13,1,5,5,27,2,-10,-2.0,37,7.4,-2.0,0.0,,0,0.0,89.2,549,0.91
338,Cam Grandy,24,CIN,TE,8,6,5,5,28,1,12,2.4,16,3.2,2.4,0.0,,0,0.0,90.0,628,0.8
339,C.J. Ham,31,MIN,FB,17,3,6,5,35,1,6,1.2,29,5.8,0.2,0.0,,0,0.0,91.0,517,1.16
340,Peyton Hendershot,25,KAN,TE,7,1,5,5,51,2,19,3.8,32,6.4,3.8,0.0,,0,0.0,109.2,572,0.87
341,Kendre Miller,22,NOR,RB,6,2,8,5,33,2,0,0.0,33,6.6,0.4,0.0,,2,25.0,71.4,517,1.55
342,Scott Miller,27,PIT,WR,13,1,9,5,69,2,36,7.2,33,6.6,11.8,1.0,5.0,1,11.1,80.3,460,1.96
343,Quintin Morris,25,BUF,TE,16,3,8,5,36,3,14,2.8,22,4.4,9.3,0.0,,1,12.5,112.5,495,1.62
344,Ronnie Rivers,25,LAR,RB,17,0,6,5,34,1,-24,-4.8,58,11.6,-4.3,0.0,,0,0.0,90.3,541,1.11
345,Laviska Shenault Jr.,26,SEA,WR,11,1,5,5,36,2,-10,-2.0,46,9.2,-2.0,0.0,,0,0.0,96.7,569,0.88
346,Ben Sinnott,22,WAS,TE,17,2,5,5,28,2,9,1.8,19,3.8,1.8,0.0,,0,0.0,129.6,504,0.99
347,Ben Skowronek,27,PIT,WR,10,1,5,5,69,4,40,8.0,29,5.8,8.0,0.0,,0,0.0,118.7,460,1.09
348,Kimani Vidal,23,LAC,RB,10,0,9,5,62,2,25,5.0,37,7.4,5.3,0.0,,3,33.3,114.1,491,1.83
349,Johnny Wilson,23,PHI,WR,16,4,15,5,38,3,23,4.6,15,3.0,9.8,0.0,,1,6.7,64.6,418,3.59
350,Kenny Yeboah,26,NYJ,TE,9,1,8,5,47,3,13,2.6,34,6.8,4.6,0.0,,2,25.0,118.2,589,1.36
351,Treylon Burks,24,TEN,WR,5,2,8,4,34,3,29,7.3,5,1.3,16.9,1.0,4.0,2,25.0,21.9,507,1.58
352,Jermaine Burton,23,CIN,WR,14,1,14,4,107,4,85,21.3,22,5.5,21.1,0.0,,1,7.1,58.9,628,2.23
353,DJ Chark,28,LAC,WR,7,0,10,4,31,1,24,6.0,7,1.8,11.5,0.0,,0,0.0,81.7,491,2.04
354,Jacob Cowing,23,SFO,WR,15,0,6,4,80,3,54,13.5,26,6.5,12.7,0.0,,0,0.0,70.1,513,1.17
355,Will Mallory,25,IND,TE,10,0,8,4,29,1,25,6.3,4,1.0,8.6,1.0,4.0,0,0.0,19.3,492,1.63
356,Scott Matlock,24,LAC,FB/DL,17,11,5,4,28,1,5,1.3,23,5.8,1.4,0.0,,1,20.0,90.0,491,1.02
357,Will Shipley,22,PHI,RB,16,1,4,4,35,2,7,1.8,28,7.0,1.8,0.0,,0,0.0,103.1,418,0.96
358,Ben Sims,24,GNB,TE,17,5,5,4,42,1,26,6.5,16,4.0,8.0,0.0,,0,0.0,101.7,464,1.08
359,Deven Thompkins,25,CAR,WR,7,0,4,4,20,2,-8,-2.0,28,7.0,-2.0,0.0,,0,0.0,87.5,518,0.77
360,Tyquan Thornton,24,NWE,WR,6,1,8,4,47,2,23,5.8,24,6.0,15.8,1.0,4.0,0,0.0,28.6,500,1.6
361,Alex Bachman,28,LVR,WR,6,1,3,3,31,2,21,7.0,10,3.3,7.0,0.0,,0,0.0,109.7,592,0.51
362,Tyler Badie,24,DEN,RB,3,0,3,3,-2,0,-6,-2.0,4,1.3,-2.0,0.0,,0,0.0,79.2,549,0.55
363,David Bell,24,CLE,WR,1,0,3,3,27,1,19,6.3,8,2.7,6.3,0.0,,0,0.0,104.2,634,0.47
364,Jonathon Brooks,21,CAR,RB,3,1,3,3,23,2,-8,-2.7,31,10.3,-2.7,0.0,,0,0.0,98.6,518,0.58
365,Dan Chisena,27,CAR,WR,6,0,4,3,37,2,28,9.3,9,3.0,7.5,0.0,,0,0.0,103.1,518,0.77
366,Tanner Conner,26,MIA,TE,8,1,4,3,16,1,11,3.7,5,1.7,11.5,0.0,,0,0.0,81.2,568,0.7
367,Malachi Corley,22,NYJ,WR,9,1,6,3,16,1,11,3.7,5,1.7,8.3,0.0,,0,0.0,56.2,589,1.02
368,DeeJay Dallas,26,ARI,RB,17,0,3,3,11,1,-9,-3.0,20,6.7,-3.0,0.0,,0,0.0,121.5,523,0.57
369,Josiah Deguara,27,JAX,TE,15,0,3,3,14,0,2,0.7,12,4.0,0.7,0.0,,0,0.0,86.1,522,0.57
370,Gus Edwards,29,LAC,RB,11,6,5,3,6,0,-5,-1.7,11,3.7,-3.0,0.0,,0,0.0,64.6,491,1.02
371,Clyde Edwards-Helaire,25,NOR,RB,2,0,5,3,24,1,-11,-3.7,35,11.7,-0.8,1.0,3.0,1,20.0,72.1,517,0.97
372,DWayne Eskridge,27,MIA,WR,6,0,3,3,44,2,15,5.0,29,9.7,5.0,0.0,,0,0.0,118.7,568,0.53
373,Hassan Haskins,25,LAC,RB,17,0,3,3,49,2,7,2.3,42,14.0,2.3,0.0,,0,0.0,158.3,491,0.61
374,Dallin Holker,24,NOR,TE,12,2,4,3,21,1,8,2.7,13,4.3,9.0,0.0,,0,0.0,86.5,517,0.77
375,Travis Homer,26,CHI,RB,10,0,3,3,11,0,1,0.3,10,3.3,0.3,0.0,,0,0.0,81.9,527,0.57
376,Trenton Irwin,29,CIN,WR,7,2,10,3,15,1,11,3.7,4,1.3,6.2,0.0,,1,10.0,39.6,628,1.59
377,Tim Jones,26,JAX,WR,17,0,5,3,41,3,24,8.0,17,5.7,8.0,0.0,,0,0.0,86.2,522,0.96
378,Chris Manhertz,32,NYG,TE,17,11,4,3,30,2,11,3.7,19,6.3,3.8,0.0,,0,0.0,135.4,554,0.72
379,Terrace Marshall Jr.,24,LVR,WR,7,1,6,3,41,1,37,12.3,4,1.3,8.7,0.0,,0,0.0,72.2,592,1.01
380,Kenny McIntosh,24,SEA,RB,17,0,4,3,22,1,5,1.7,17,5.7,1.3,0.0,,0,0.0,87.5,569,0.7
381,James Proche,28,CLE,WR,9,0,3,3,21,1,17,5.7,4,1.3,5.7,1.0,3.0,0,0.0,95.8,634,0.47
382,Craig Reynolds,28,DET,RB,17,0,5,3,40,2,-2,-0.7,42,14.0,-2.0,0.0,,0,0.0,45.8,522,0.96
383,Patrick Ricard,30,BAL,FB,17,6,5,3,22,1,4,1.3,18,6.0,1.2,0.0,,1,20.0,110.0,457,1.09
384,Allen Robinson,31,DET,WR,12,0,7,3,30,3,26,8.7,4,1.3,7.3,0.0,,1,14.3,55.7,522,1.34
385,Patrick Taylor,26,SFO,RB,13,1,11,3,25,2,6,2.0,19,6.3,3.1,0.0,,2,18.2,39.6,513,2.14
386,Ian Thomas,28,CAR,TE,5,2,6,3,7,1,1,0.3,6,2.0,4.2,0.0,,1,16.7,16.7,518,1.16
387,Jamari Thrash,24,CLE,WR,9,0,7,3,22,2,8,2.7,14,4.7,7.3,0.0,,2,28.6,50.9,634,1.1
388,Sione Vaki,23,DET,RB,16,0,3,3,37,2,17,5.7,20,6.7,5.7,0.0,,0,0.0,118.1,522,0.57
389,Deuce Vaughn,23,DAL,RB,7,0,5,3,18,0,5,1.7,13,4.3,0.0,1.0,3.0,0,0.0,67.1,622,0.8
390,Jeff Wilson,29,MIA,RB,9,0,3,3,19,0,0,0.0,19,6.3,0.0,0.0,,0,0.0,93.1,568,0.53
391,Jaylen Wright,21,MIA,RB,15,1,6,3,8,1,0,0.0,8,2.7,-1.0,1.0,3.0,1,16.7,56.2,568,1.06
392,Jaheim Bell,23,NWE,TE,15,0,3,2,20,1,15,7.5,5,2.5,7.7,0.0,,0,0.0,85.4,500,0.6
393,Ronnie Bell,24,SFO,WR,9,0,6,2,22,2,20,10.0,2,1.0,10.8,0.0,,2,33.3,5.6,513,1.17
394,Julius Chestnut,24,TEN,RB,17,0,3,2,11,0,-3,-1.5,14,7.0,0.3,0.0,,0,0.0,33.3,507,0.59
395,Grant Dubose,23,MIA,WR,3,0,4,2,11,1,8,4.0,3,1.5,11.8,0.0,,0,0.0,16.7,568,0.7
396,Ashton Dulin,27,IND,WR,15,2,8,2,67,2,24,12.0,43,21.5,19.3,1.0,2.0,1,12.5,62.0,492,1.63
397,Isaiah Hodgins,26,NYG,WR,3,0,2,2,12,0,11,5.5,1,0.5,5.5,0.0,,0,0.0,91.7,554,0.36
398,Brevin Jordan,24,HOU,TE,2,1,3,2,7,1,4,2.0,3,1.5,0.3,0.0,,0,0.0,70.1,547,0.55
399,Mason Kinsey,26,TEN,WR,6,0,2,2,17,1,17,8.5,0,0.0,8.5,0.0,,0,0.0,102.1,507,0.39
400,Dameon Pierce,24,HOU,RB,11,0,4,2,2,0,-3,-1.5,5,2.5,-1.3,1.0,2.0,0,0.0,56.2,547,0.73
401,Nikko Remigio,25,KAN,WR,5,1,6,2,48,2,34,17.0,14,7.0,10.7,0.0,,1,16.7,63.2,572,1.05
402,Xavier Smith,27,LAR,WR,15,0,2,2,6,1,1,0.5,5,2.5,0.5,0.0,,0,0.0,79.2,541,0.37
403,Jack Stoll,26,PHI,TE,7,2,3,2,10,0,8,4.0,2,1.0,4.0,0.0,,0,0.0,71.5,418,0.72
404,J.J. Taylor,26,HOU,RB,5,0,3,2,0,0,-1,-0.5,1,0.5,-2.0,0.0,,1,33.3,70.1,547,0.55
405,Eric Tomlinson,32,LAC,TE,9,1,4,2,9,0,-3,-1.5,12,6.0,2.0,1.0,2.0,1,25.0,56.2,491,0.81
406,Austin Trammell,26,JAX,WR,1,0,3,2,40,2,31,15.5,9,4.5,14.7,0.0,,0,0.0,109.7,522,0.57
407,Cody White,26,SEA,WR,4,0,3,2,44,2,31,15.5,13,6.5,13.3,0.0,,0,0.0,109.7,569,0.53
408,Kristian Wilkerson,27,LVR,WR,3,0,3,2,18,2,7,3.5,11,5.5,5.3,0.0,,0,0.0,122.2,592,0.51
409,Isaiah Williams,23,DET,WR,2,0,3,2,6,0,-1,-0.5,7,3.5,5.0,2.0,1.0,0,0.0,70.1,522,0.57
410,Javon Baker,22,NWE,WR,11,1,4,1,12,1,12,12.0,0,0.0,12.5,0.0,,0,0.0,39.6,500,0.8
411,Chris Blair,27,ATL,WR,4,0,2,1,17,1,17,17.0,0,0.0,18.5,0.0,,0,0.0,39.6,539,0.37
412,Mike Boone,29,CAR,RB,6,0,3,1,-2,0,-4,-4.0,2,2.0,-4.7,0.0,,1,33.3,42.4,518,0.58
413,Mike Caliendo,27,KAN,OL,17,3,1,1,5,1,2,2.0,3,3.0,2.0,0.0,,0,0.0,87.5,572,0.17
414,Robbie Chosen,31,MIA,WR,2,0,4,1,5,0,4,4.0,1,1.0,11.8,0.0,,0,0.0,0.0,568,0.7
415,Chris Collier,24,LVR,RB,3,0,2,1,-4,0,-5,-5.0,1,1.0,-2.5,0.0,,0,0.0,56.2,592,0.34
416,Dalvin Cook,29,DAL,RB,2,0,1,1,10,1,3,3.0,7,7.0,3.0,0.0,,0,0.0,108.3,622,0.16
417,Jaelon Darden,25,CLE,WR,7,1,1,1,6,1,-3,-3.0,9,9.0,-3.0,0.0,,0,0.0,91.7,634,0.16
418,Zach Davidson,26,BUF,TE,2,0,2,1,5,0,3,3.0,2,2.0,1.5,0.0,,0,0.0,56.2,495,0.4
419,Divine Deablo,26,LVR,LLB,14,14,1,1,34,1,4,4.0,30,30.0,4.0,0.0,,0,0.0,118.7,592,0.17
420,Ross Dwelley,29,ATL,TE,17,0,1,1,5,0,1,1.0,4,4.0,1.0,0.0,,0,0.0,87.5,539,0.19
421,John FitzPatrick,24,GNB,TE,9,0,1,1,2,0,2,2.0,0,0.0,2.0,0.0,,0,0.0,79.2,464,0.22
422,Jody Fortson,29,KAN,TE,3,0,3,1,5,1,3,3.0,2,2.0,1.3,0.0,,0,0.0,2.8,572,0.52
423,Feleipe Franks,27,CAR,TE,16,0,3,1,12,1,12,12.0,0,0.0,16.3,0.0,,0,0.0,46.5,518,0.58
424,Myles Gaskin,27,MIN,RB,5,0,1,1,11,0,-2,-2.0,13,13.0,-2.0,0.0,,0,0.0,112.5,517,0.19
425,Jared Goff,30,DET,QB,17,17,1,1,7,1,5,5.0,2,2.0,5.0,0.0,,0,0.0,135.4,522,0.19
426,Anthony Gould,23,IND,WR,8,0,1,1,23,1,18,18.0,5,5.0,18.0,0.0,,0,0.0,118.7,492,0.2
427,George Holani,25,SEA,RB,5,0,1,1,-1,0,-1,-1.0,0,0.0,-1.0,0.0,,0,0.0,79.2,569,0.18
428,Sam Hubbard,29,CIN,LDE,14,14,1,1,2,1,2,2.0,0,0.0,2.0,0.0,,0,0.0,118.7,628,0.16
429,JhaQuan Jackson,24,TEN,WR,12,0,3,1,8,1,6,6.0,2,2.0,26.0,0.0,,0,0.0,42.4,507,0.59
430,Jermar Jefferson,24,DET,RB,2,0,1,1,10,1,0,0.0,10,10.0,0.0,0.0,,0,0.0,108.3,522,0.19
431,E.J. Jenkins,26,PHI,TE,8,0,2,1,7,1,4,4.0,3,3.0,4.5,0.0,,0,0.0,97.9,418,0.48
432,Brandon Johnson,26,PIT,WR,3,0,1,1,9,0,5,5.0,4,4.0,5.0,0.0,,0,0.0,104.2,460,0.22
433,Collin Johnson,27,CHI,WR,9,0,2,1,6,1,3,3.0,3,3.0,8.0,0.0,,0,0.0,56.2,527,0.38
434,Charlie Jones,26,CIN,WR,8,0,1,1,5,0,5,5.0,0,0.0,5.0,0.0,,0,0.0,87.5,628,0.16
435,Marcus Jones,26,NWE,CB,14,9,1,1,18,1,-7,-7.0,25,25.0,-7.0,0.0,,0,0.0,118.7,500,0.2
436,Velus Jones Jr.,27,CHI,WR,1,0,1,1,8,0,-5,-5.0,13,13.0,-5.0,0.0,,0,0.0,100.0,527,0.19
437,Ramel Keyton,24,LVR,WR,8,0,3,1,7,1,7,7.0,0,0.0,10.0,0.0,,0,0.0,42.4,592,0.51
438,Jacob Kibodi,26,CLE,RB,1,0,3,1,15,1,4,4.0,11,11.0,3.0,0.0,,1,33.3,11.1,634,0.47
439,JC Latham,21,TEN,LT,17,17,1,1,0,0,-4,-4.0,4,4.0,-4.0,0.0,,0,0.0,79.2,507,0.2
440,Marcedes Lewis,40,CHI,TE,17,4,2,1,2,1,1,1.0,1,1.0,7.0,0.0,,0,0.0,56.2,527,0.38
441,MarShawn Lloyd,23,GNB,RB,1,0,1,1,3,0,-5,-5.0,8,8.0,-5.0,0.0,,0,0.0,79.2,464,0.22
442,Vederian Lowe,25,NWE,LT,14,13,1,1,4,1,4,4.0,0,0.0,4.0,0.0,,0,0.0,122.9,500,0.2
443,Patrick Mahomes,29,KAN,QB,16,16,1,1,2,0,-1,-1.0,3,3.0,-1.0,0.0,,0,0.0,79.2,572,0.17
444,Tay Martin,27,TEN,WR,1,0,2,1,49,1,44,44.0,5,5.0,31.5,0.0,,0,0.0,135.4,507,0.39
445,David Martin-Robinson,25,TEN,TE,5,2,2,1,6,1,0,0.0,6,6.0,0.0,0.0,,0,0.0,56.2,507,0.39
446,Anthony Miller,30,BAL,WR,2,0,1,1,16,1,15,15.0,1,1.0,15.0,0.0,,0,0.0,118.7,457,0.22
447,Keaton Mitchell,22,BAL,RB,5,0,1,1,28,1,-5,-5.0,33,33.0,-5.0,0.0,,0,0.0,118.7,457,0.22
448,Wanya Morris,24,KAN,LT,17,11,1,1,1,1,1,1.0,0,0.0,1.0,0.0,,0,0.0,118.7,572,0.17
449,Bo Nix,24,DEN,QB,17,17,1,1,2,1,2,2.0,0,0.0,2.0,0.0,,0,0.0,118.7,549,0.18
450,Kendric Pryor,26,CIN,WR,1,0,1,1,9,0,9,9.0,0,0.0,9.0,0.0,,0,0.0,104.2,628,0.16
451,Anthony Richardson,22,IND,QB,11,11,1,1,-1,0,-8,-8.0,7,7.0,-8.0,0.0,,0,0.0,79.2,492,0.2
452,Chris Rodriguez,24,WAS,RB,9,0,1,1,12,1,1,1.0,11,11.0,1.0,0.0,,0,0.0,116.7,504,0.2
453,John Ross,29,PHI,WR,1,0,2,1,6,1,4,4.0,2,2.0,23.5,0.0,,0,0.0,56.2,418,0.48
454,Cody Schrader,25,LAR,RB,1,0,1,1,6,0,0,0.0,6,6.0,0.0,0.0,,0,0.0,91.7,541,0.18
455,Trenton Scott,30,WAS,T,17,1,1,1,1,1,1,1.0,0,0.0,1.0,0.0,,0,0.0,118.7,504,0.2
456,Tyler Scott,23,CHI,WR,11,0,1,1,5,0,-2,-2.0,7,7.0,-2.0,0.0,,0,0.0,87.5,527,0.19
457,Tyrell Shavers,25,BUF,WR,3,0,1,1,69,1,-2,-2.0,71,71.0,-2.0,1.0,1.0,0,0.0,158.3,495,0.2
458,John Samuel Shenker,26,LVR,TE,8,0,1,1,7,0,4,4.0,3,3.0,4.0,0.0,,0,0.0,95.8,592,0.17
459,Dan Skipper,30,DET,T,17,5,1,1,9,1,1,1.0,8,8.0,1.0,0.0,,0,0.0,143.7,522,0.19
460,Tyler Smith,23,DAL,LG,16,16,1,1,0,0,-6,-6.0,6,6.0,-6.0,0.0,,0,0.0,79.2,622,0.16
461,Geoff Swaim,31,CLE,TE,8,2,1,1,7,0,2,2.0,5,5.0,2.0,0.0,,0,0.0,95.8,634,0.16
462,Trent Taylor,30,SFO,WR,2,0,1,1,11,0,9,9.0,2,2.0,9.0,0.0,,0,0.0,112.5,513,0.19
463,Juanyeh Thomas,24,DAL,S,13,0,1,1,4,0,4,4.0,0,0.0,4.0,0.0,,0,0.0,83.3,622,0.16
464,Brycen Tremayne,25,WAS,WR,2,0,1,1,-2,0,-2,-2.0,0,0.0,-2.0,0.0,,0,0.0,79.2,504,0.2
465,Ben VanSumeren,24,PHI,LB,11,1,1,1,0,0,0,0.0,0,0.0,0.0,79.2,,VanSBe00,,,418,0.24
466,Devontez Walker,23,BAL,WR,9,0,3,1,21,1,21,21.0,0,0.0,28.0,0.0,,0,0.0,98.6,457,0.66
467,Casey Washington,23,ATL,WR,8,0,2,1,14,1,3,3.0,11,11.0,18.0,0.0,,0,0.0,72.9,539,0.37
468,Blake Watson,25,DEN,RB,2,0,2,1,13,0,-5,-5.0,18,18.0,-2.0,0.0,,1,50.0,70.8,549,0.36
469,Jared Wiley,24,KAN,TE,7,2,1,1,7,0,4,4.0,3,3.0,4.0,0.0,,0,0.0,95.8,572,0.17
470,Shane Zylstra,28,DET,TE,12,1,1,1,22,1,9,9.0,13,13.0,9.0,0.0,,0,0.0,118.7,522,0.19
471,Rasheen Ali,23,BAL,RB,6,0,2,0,0,0,0,,0,,-2.5,0.0,,1,50.0,39.6,457,0.44
472,Josh Allen,28,BUF,QB,17,17,0,0,7,0,0,,7,,,0.0,,0,,,495,0.0
473,Brenden Bates,25,CLE,TE,2,0,1,0,0,0,0,,0,,-2.0,0.0,,0,0.0,39.6,634,0.16
474,Andrew Beck,28,2TM,FB,4,0,2,0,0,0,0,,0,,10.5,0.0,,0,0.0,39.6,481,0.42
474,Andrew Beck,28,GNB,FB,3,0,1,0,0,0,0,,0,,-6.0,0.0,,0,0.0,39.6,464,0.22
474,Andrew Beck,28,HOU,FB,1,0,1,0,0,0,0,,0,,27.0,0.0,,0,0.0,39.6,547,0.18
475,Braxton Berrios,29,MIA,WR,6,0,4,0,0,0,0,,0,,6.5,0.0,,0,0.0,39.6,568,0.7
476,Jake Brendel,32,SFO,C,17,17,0,0,2,0,0,,2,,,0.0,,0,,,513,0.0
477,Irvin Charles,27,NYJ,WR,13,0,1,0,0,0,0,,0,,3.0,0.0,,0,0.0,39.6,589,0.17
478,Baylor Cupp,24,KAN,TE,1,0,1,0,0,0,0,,0,,0.0,0.0,,1,100.0,39.6,572,0.17
479,Taylor Decker,31,DET,LT,14,14,1,0,0,0,0,,0,,2.0,0.0,,0,0.0,39.6,522,0.19
480,Erik Ezukanma,24,MIA,WR,2,0,2,0,0,0,0,,0,,29.5,0.0,,0,0.0,39.6,568,0.35
481,Sam Franklin,28,CAR,S,10,0,1,0,0,0,0,,0,,11.0,0.0,,0,0.0,39.6,518,0.19
482,Zach Frazier,23,PIT,C,15,15,0,0,-2,0,0,,-2,,,0.0,,0,,,460,0.0
483,C.J. Goodwin,34,DAL,CB,17,0,1,0,0,0,0,,0,,7.0,0.0,,0,0.0,39.6,622,0.16
484,Terrell Jennings,23,NWE,RB,3,0,1,0,0,0,0,,0,,29.0,0.0,,0,0.0,39.6,500,0.2
485,Kameron Johnson,22,TAM,WR,5,0,1,0,0,0,0,,0,,3.0,0.0,,1,100.0,39.6,563,0.18
486,Tom Kennedy,28,DET,WR,4,0,1,0,0,0,0,,0,,11.0,0.0,,0,0.0,39.6,522,0.19
487,Trevor Lawrence,25,JAX,QB,10,10,0,0,-5,0,0,,-5,,,0.0,,0,,,522,0.0
488,Jordan Matthews,32,CAR,TE,4,1,1,0,0,0,0,,0,,16.0,0.0,,0,0.0,39.6,518,0.19
489,Skyy Moore,24,KAN,WR,6,0,3,0,0,0,0,,0,,6.0,0.0,,2,66.7,39.6,572,0.52
490,James Pierre,28,PIT,CB,15,2,1,0,0,0,0,,0,,14.0,0.0,,1,100.0,39.6,460,0.22
491,Adam Prentice,27,NOR,FB,17,7,4,0,0,0,0,,0,,1.0,0.0,,1,25.0,39.6,517,0.77
492,Dominick Puni,24,SFO,RG,17,17,0,0,-3,0,0,,-3,,,0.0,,0,,,513,0.0
493,Justyn Ross,25,KAN,WR,2,0,1,0,0,0,0,,0,,10.0,0.0,,0,0.0,39.6,572,0.17
494,C.J. Stroud,23,HOU,QB,17,17,1,0,0,0,0,,0,,10.0,0.0,,0,0.0,39.6,547,0.18
495,Stephen Sullivan,28,CAR,TE,1,0,1,0,0,0,0,,0,,16.0,0.0,,0,0.0,39.6,518,0.19
496,Kadarius Toney,25,CLE,WR,3,0,1,0,0,0,0,,0,,-5.0,0.0,,0,0.0,39.6,634,0.16
497,Xavier Weaver,24,ARI,WR,2,0,2,0,0,0,0,,0,,19.5,0.0,,0,0.0,39.6,523,0.38
498,Brayden Willis,25,SFO,TE,10,0,2,0,0,0,0,,0,,5.5,0.0,,1,50.0,39.6,513,0.39
499,Tristan Wirfs,25,TAM,LT,16,16,0,0,9,0,0,,9,,,0.0,,0,,,563,0.0
500,Dareke Young,25,SEA,WR,14,0,1,0,0,0,0,,0,,9.0,0.0,,0,0.0,39.6,569,0.18
